Title,Platform,Content Type,Goal,Status,Priority,Personality Marker,Recurring,Post Date,Hook Used,Notes
[TG-1] Jun 8 - 9AM WAT,Telegram,Community Post,Leads,Draft,Normal,Enemy,One-Time,2026-06-08T08:00:00,,
[LI-1] ContentBrain is live. 25 spots. Onboarding starts today.,LinkedIn,LinkedIn Post,Authority,Draft,Normal,Callout,One-Time,2026-06-08T09:00:00,,Phase 6 | LI-1 | NEW | [TOPIC ONLY] | v2
[TK-2] The movement is bigger than any single tool,TikTok,TikTok Script,Reach,Draft,Normal,Mythology,One-Time,2026-06-08T11:00:00,,Phase 6 | TK-2 | NEW | [TOPIC ONLY] | v2
[X-2] Workshop attendees: what was your biggest takeaway?,X/Twitter,Tweet,Community,Draft,Normal,Polarizing Stand,One-Time,2026-06-08T12:00:00,,Phase 6 | X-PM | NEW | [TOPIC ONLY] | v2
[TK-3] The best part of launch week: the conversations,TikTok,TikTok Script,Community,Draft,Normal,Hot Take,One-Time,2026-06-08T16:00:00,,Phase 6 | TK-3 | NEW | [TOPIC ONLY] | v2
[LI-2] Day 1 user results: signup to fully scheduled in hours,LinkedIn,LinkedIn Post,Authority,Draft,Normal,Story,One-Time,2026-06-08T16:00:00,,Phase 6 | LI-2 | NEW | [TOPIC ONLY] | v2
[TG-2] Jun 8 - 5PM WAT,Telegram,Community Post,Authority,Draft,Normal,Enemy,One-Time,2026-06-08T16:00:00,,
[IG-2] Day 1 user results: signup to scheduled in hours,Instagram,Carousel,Community,Draft,Normal,Callout,One-Time,2026-06-08T17:00:00,,Phase 6 | IG-2 | NEW | [TOPIC ONLY] | v2
[TK-4] ContentBrain isn't a product anymore — it's a movement,TikTok,TikTok Script,Authority,Draft,Normal,Mythology,One-Time,2026-06-08T19:00:00,,Phase 6 | TK-4 | NEW | [TOPIC ONLY] | v2
"[TK-1] In 2 weeks: 2 workshops, 25 users, 40 strategy calls.",TikTok,TikTok Script,Sales,Draft,Normal,Hot Take,One-Time,2026-06-09T06:00:00,,Phase 6 | TK-1 | NEW | [TOPIC ONLY] | v2
[IG-1] Community-requested topic: full breakdown in carousel format,Instagram,Carousel,Authority,Draft,Normal,Story,One-Time,2026-06-09T07:00:00,Community-requested topic: full breakdown in carousel format,Phase 6 | IG-1 | C-70 | [v1 hook] | v2
[X-1] You asked for it. The most requested topic: [based on Sunday replies]. Here's th...,X/Twitter,Thread,Authority,Draft,Normal,Polarizing Stand,One-Time,2026-06-09T08:00:00,You asked for it. The most requested topic: [based on Sunday replies]. Here's the complete breakdown.,Phase 6 | X-AM | C-70 | [v1 hook] | v2
[TG-1] Jun 9 - 9AM WAT,Telegram,Community Post,Leads,Draft,Normal,Enemy,One-Time,2026-06-09T08:00:00,,
"[LI-1] Community deep-dive: the most-requested topic, broken down with ContentBrain ana...",LinkedIn,LinkedIn Post,Authority,Draft,Normal,Callout,One-Time,2026-06-09T09:00:00,"Community deep-dive: the most-requested topic, broken down with ContentBrain analysis",Phase 6 | LI-1 | C-70 | [v1 hook] | v2
[TK-2] Content audit blitz: DM your niche for free breakdown,TikTok,TikTok Script,Reach,Draft,Normal,Mythology,One-Time,2026-06-09T11:00:00,,Phase 6 | TK-2 | NEW | [TOPIC ONLY] | v2
[X-2] ContentBrain generates this kind of analysis for any topic in minutes. 3 hours o...,X/Twitter,Tweet,Authority,Draft,Normal,Polarizing Stand,One-Time,2026-06-09T12:00:00,ContentBrain generates this kind of analysis for any topic in minutes. 3 hours of research → 3 minutes.,Phase 6 | X-PM | C-70 | [v1 hook] | v2
[TK-3] Your questions drive the content. Keep asking.,TikTok,TikTok Script,Community,Draft,Normal,Hot Take,One-Time,2026-06-09T16:00:00,,Phase 6 | TK-3 | NEW | [TOPIC ONLY] | v2
[LI-2] Advanced workshop: competitor scraping + trend detection,LinkedIn,LinkedIn Post,Authority,Draft,Normal,Story,One-Time,2026-06-09T16:00:00,,Phase 6 | LI-2 | NEW | [TOPIC ONLY] | v2
[TG-2] Jun 9 - 5PM WAT,Telegram,Community Post,Authority,Draft,Normal,Enemy,One-Time,2026-06-09T16:00:00,,
[IG-2] Community-requested topic: full carousel breakdown,Instagram,Carousel,Reach,Draft,Normal,Callout,One-Time,2026-06-09T17:00:00,,Phase 6 | IG-2 | NEW | [TOPIC ONLY] | v2
[TK-4] The advanced session: competitor scraping live,TikTok,TikTok Script,Authority,Draft,Normal,Mythology,One-Time,2026-06-09T19:00:00,,Phase 6 | TK-4 | NEW | [TOPIC ONLY] | v2
[TK-1] Workshop #2 announcement: Advanced Content Engineering. No replays. Thursday.,TikTok,TikTok Script,Sales,Draft,Normal,Hot Take,One-Time,2026-06-10T06:00:00,Workshop #2 announcement: Advanced Content Engineering. No replays. Thursday.,Phase 6 | TK-1 | C-71 | [v1 hook] | v2
[IG-1] Quote: 'ContentBrain isn't a product — it's a movement',Instagram,Community Post,Sales,Draft,Normal,Story,One-Time,2026-06-10T07:00:00,,Phase 6 | IG-1 | NEW | [TOPIC ONLY] | v2
[X-1] First workshop: 300 people. 200 asked for another. Thursday 2PM EST: Advanced Co...,X/Twitter,Tweet,Leads,Draft,Normal,Polarizing Stand,One-Time,2026-06-10T08:00:00,First workshop: 300 people. 200 asked for another. Thursday 2PM EST: Advanced Content Engineering. Free. Live. No replays this time.,Phase 6 | X-AM | C-71 | [v1 hook] | v2
[TG-1] Jun 10 - 9AM WAT,Telegram,Community Post,Leads,Draft,Normal,Enemy,One-Time,2026-06-10T08:00:00,,
[LI-1] Free intel report for live attendees worth $500,LinkedIn,LinkedIn Post,Authority,Draft,Normal,Callout,One-Time,2026-06-10T09:00:00,,Phase 6 | LI-1 | NEW | [TOPIC ONLY] | v2
[TK-2] Community deep-dive: most-requested topic breakdown,TikTok,TikTok Script,Reach,Draft,Normal,Mythology,One-Time,2026-06-10T11:00:00,,Phase 6 | TK-2 | NEW | [TOPIC ONLY] | v2
"[X-2] This one is different: competitor scraping, trend detection, multi-platform dist...",X/Twitter,Tweet,Leads,Draft,Normal,Polarizing Stand,One-Time,2026-06-10T12:00:00,"This one is different: competitor scraping, trend detection, multi-platform distribution. All live.",Phase 6 | X-PM | C-71 | [v1 hook] | v2
"[TK-3] Next month: spotlights, features, community events",TikTok,TikTok Script,Community,Draft,Normal,Hot Take,One-Time,2026-06-10T16:00:00,,Phase 6 | TK-3 | NEW | [TOPIC ONLY] | v2
"[LI-2] Workshop #2 results: 280 attendees, 15 immediate signups",LinkedIn,LinkedIn Post,Authority,Draft,Normal,Story,One-Time,2026-06-10T16:00:00,,Phase 6 | LI-2 | NEW | [TOPIC ONLY] | v2
[TG-2] Jun 10 - 5PM WAT,Telegram,Community Post,Authority,Draft,Normal,Enemy,One-Time,2026-06-10T16:00:00,,
[IG-2] Advanced workshop highlights: intelligence layer,Instagram,Reel Script,Community,Draft,Normal,Callout,One-Time,2026-06-10T17:00:00,,Phase 6 | IG-2 | NEW | [TOPIC ONLY] | v2
[TK-4] User results that speak louder than any demo,TikTok,TikTok Script,Authority,Draft,Normal,Mythology,One-Time,2026-06-10T19:00:00,,Phase 6 | TK-4 | NEW | [TOPIC ONLY] | v2
[TK-1] Free 15-minute content audits for 48 hours,TikTok,TikTok Script,Sales,Draft,Normal,Hot Take,One-Time,2026-06-11T06:00:00,,Phase 6 | TK-1 | NEW | [TOPIC ONLY] | v2
[IG-1] Workshop countdown: 24 hours. Free competitor report for live attendees.,Instagram,Community Post,Leads,Draft,Normal,Story,One-Time,2026-06-11T07:00:00,Workshop countdown: 24 hours. Free competitor report for live attendees.,Phase 6 | IG-1 | C-72 | [v1 hook] | v2
[X-1] Tomorrow's workshop upgrade: everyone who attends live gets a free competitive i...,X/Twitter,Tweet,Leads,Draft,Normal,Polarizing Stand,One-Time,2026-06-11T08:00:00,Tomorrow's workshop upgrade: everyone who attends live gets a free competitive intelligence report for their niche. $500 value.,Phase 6 | X-AM | C-72 | [v1 hook] | v2
[TG-1] Jun 11 - 9AM WAT,Telegram,Community Post,Leads,Draft,Normal,Enemy,One-Time,2026-06-11T08:00:00,,
[LI-1] Advanced workshop tomorrow: competitor scraping and trend detection live. Free i...,LinkedIn,LinkedIn Post,Leads,Draft,Normal,Callout,One-Time,2026-06-11T09:00:00,Advanced workshop tomorrow: competitor scraping and trend detection live. Free intel report for attendees.,Phase 6 | LI-1 | C-72 | [v1 hook] | v2
[TK-2] This is the last call. Not pressure — just math.,TikTok,TikTok Script,Reach,Draft,Normal,Mythology,One-Time,2026-06-11T11:00:00,,Phase 6 | TK-2 | NEW | [TOPIC ONLY] | v2
[X-2] Spots filling fast. This is the only advanced session this month. Comment ADVANC...,X/Twitter,Tweet,Leads,Draft,Normal,Polarizing Stand,One-Time,2026-06-11T12:00:00,Spots filling fast. This is the only advanced session this month. Comment ADVANCED to register.,Phase 6 | X-PM | C-72 | [v1 hook] | v2
[TK-3] Drop your content transformation story below,TikTok,TikTok Script,Community,Draft,Normal,Hot Take,One-Time,2026-06-11T16:00:00,,Phase 6 | TK-3 | NEW | [TOPIC ONLY] | v2
[LI-2] Phase 4 recap: from conversion push to movement,LinkedIn,LinkedIn Post,Authority,Draft,Normal,Story,One-Time,2026-06-11T16:00:00,,Phase 6 | LI-2 | NEW | [TOPIC ONLY] | v2
[TG-2] Jun 11 - 5PM WAT,Telegram,Community Post,Authority,Draft,Normal,Enemy,One-Time,2026-06-11T16:00:00,,
[IG-2] The $50K freelancer savings story — real DMs,Instagram,Reel Script,Reach,Draft,Normal,Callout,One-Time,2026-06-11T17:00:00,,Phase 6 | IG-2 | NEW | [TOPIC ONLY] | v2
[TK-4] Workshop attendee results: the real proof,TikTok,TikTok Script,Authority,Draft,Normal,Mythology,One-Time,2026-06-11T19:00:00,,Phase 6 | TK-4 | NEW | [TOPIC ONLY] | v2
[TK-1] Advanced workshop highlights: the intelligence layer revealed,TikTok,TikTok Script,Sales,Draft,Normal,Hot Take,One-Time,2026-06-12T06:00:00,Advanced workshop highlights: the intelligence layer revealed,Phase 6 | TK-1 | C-73 | [v1 hook] | v2
[IG-1] Quote: 'The ones who move first always win',Instagram,Community Post,Sales,Draft,Normal,Story,One-Time,2026-06-12T07:00:00,,Phase 6 | IG-1 | NEW | [TOPIC ONLY] | v2
[X-1] We're live. Advanced Content Engineering. Competitor scraping. Trend detection. ...,X/Twitter,Tweet,Sales,Draft,Normal,Polarizing Stand,One-Time,2026-06-12T08:00:00,We're live. Advanced Content Engineering. Competitor scraping. Trend detection. Multi-platform distribution. Let's build.,Phase 6 | X-AM | C-73 | [v1 hook] | v2
[TG-1] Jun 12 - 9AM WAT,Telegram,Community Post,Leads,Draft,Normal,Enemy,One-Time,2026-06-12T08:00:00,,
[LI-1] The cost comparison: ContentBrain vs content manager,LinkedIn,LinkedIn Post,Authority,Draft,Normal,Callout,One-Time,2026-06-12T09:00:00,,Phase 6 | LI-1 | NEW | [TOPIC ONLY] | v2
[TK-2] The energy in onboarding calls is different,TikTok,TikTok Script,Reach,Draft,Normal,Mythology,One-Time,2026-06-12T11:00:00,,Phase 6 | TK-2 | NEW | [TOPIC ONLY] | v2
"[X-2] 50 minutes of pure execution. Here's what we built: competitor analysis, trend s...",X/Twitter,Thread,Sales,Draft,Normal,Polarizing Stand,One-Time,2026-06-12T12:00:00,"50 minutes of pure execution. Here's what we built: competitor analysis, trend surfacing, cross-platform scheduling.",Phase 6 | X-PM | C-73 | [v1 hook] | v2
[TK-3] Workshop attendees: what was your biggest takeaway?,TikTok,TikTok Script,Community,Draft,Normal,Hot Take,One-Time,2026-06-12T16:00:00,,Phase 6 | TK-3 | NEW | [TOPIC ONLY] | v2
[LI-2] 40 strategy calls booked — what the market is telling us,LinkedIn,LinkedIn Post,Authority,Draft,Normal,Story,One-Time,2026-06-12T16:00:00,,Phase 6 | LI-2 | NEW | [TOPIC ONLY] | v2
[TG-2] Jun 12 - 5PM WAT,Telegram,Community Post,Authority,Draft,Normal,Enemy,One-Time,2026-06-12T16:00:00,,
[IG-2] Cost breakdown: ContentBrain vs content manager,Instagram,Carousel,Community,Draft,Normal,Callout,One-Time,2026-06-12T17:00:00,,Phase 6 | IG-2 | NEW | [TOPIC ONLY] | v2
[TK-4] 2 workshops. 580 total attendees. Real impact.,TikTok,TikTok Script,Authority,Draft,Normal,Mythology,One-Time,2026-06-12T19:00:00,,Phase 6 | TK-4 | NEW | [TOPIC ONLY] | v2
[TK-1] 6 spots left this month. The old way is overpaying.,TikTok,TikTok Script,Sales,Draft,Normal,Hot Take,One-Time,2026-06-13T06:00:00,,Phase 6 | TK-1 | NEW | [TOPIC ONLY] | v2
[IG-1] Workshop results + top 3 testimonials from attendees,Instagram,Carousel,Sales,Draft,Normal,Story,One-Time,2026-06-13T07:00:00,Workshop results + top 3 testimonials from attendees,Phase 6 | IG-1 | C-74 | [v1 hook] | v2
[X-1] Yesterday's workshop: 280 live attendees. 15 signed up on the spot. 40 booked st...,X/Twitter,Thread,Sales,Draft,Normal,Polarizing Stand,One-Time,2026-06-13T08:00:00,Yesterday's workshop: 280 live attendees. 15 signed up on the spot. 40 booked strategy calls. Here are 3 messages that came in after.,Phase 6 | X-AM | C-74 | [v1 hook] | v2
[TG-1] Jun 13 - 9AM WAT,Telegram,Community Post,Leads,Draft,Normal,Enemy,One-Time,2026-06-13T08:00:00,,
"[LI-1] Workshop #2 results: 280 attendees, 15 immediate signups, 40 strategy calls. The...",LinkedIn,LinkedIn Post,Sales,Draft,Normal,Callout,One-Time,2026-06-13T09:00:00,"Workshop #2 results: 280 attendees, 15 immediate signups, 40 strategy calls. The numbers speak.",Phase 6 | LI-1 | C-74 | [v1 hook] | v2
[TK-2] Advanced Content Engineering: no replays this time,TikTok,TikTok Script,Reach,Draft,Normal,Mythology,One-Time,2026-06-13T11:00:00,,Phase 6 | TK-2 | NEW | [TOPIC ONLY] | v2
[X-2] 5 strategy call slots left this week. Free 15 minutes. No pitch. Just value. Com...,X/Twitter,Tweet,Sales,Draft,Normal,Polarizing Stand,One-Time,2026-06-13T12:00:00,5 strategy call slots left this week. Free 15 minutes. No pitch. Just value. Comment CALL to book.,Phase 6 | X-PM | C-74 | [v1 hook] | v2
[TK-3] Spots are filling. Who's riding with us?,TikTok,TikTok Script,Community,Draft,Normal,Hot Take,One-Time,2026-06-13T16:00:00,,Phase 6 | TK-3 | NEW | [TOPIC ONLY] | v2
[LI-2] User results that speak louder than any demo,LinkedIn,LinkedIn Post,Authority,Draft,Normal,Story,One-Time,2026-06-13T16:00:00,,Phase 6 | LI-2 | NEW | [TOPIC ONLY] | v2
[TG-2] Jun 13 - 5PM WAT,Telegram,Community Post,Authority,Draft,Normal,Enemy,One-Time,2026-06-13T16:00:00,,
[IG-2] Phase 4 highlights: conversion push recap,Instagram,Carousel,Reach,Draft,Normal,Callout,One-Time,2026-06-13T17:00:00,,Phase 6 | IG-2 | NEW | [TOPIC ONLY] | v2
[TK-4] Phase 4 recap: conversion push → community movement,TikTok,TikTok Script,Authority,Draft,Normal,Mythology,One-Time,2026-06-13T19:00:00,,Phase 6 | TK-4 | NEW | [TOPIC ONLY] | v2
[TK-1] Phase 4 recap: from conversion push to community movement,TikTok,TikTok Script,Sales,Draft,Normal,Hot Take,One-Time,2026-06-14T06:00:00,Phase 4 recap: from conversion push to community movement,Phase 6 | TK-1 | C-75 | [v1 hook] | v2
[IG-1] Spot counter update: real-time availability,Instagram,Reel Script,Sales,Draft,Normal,Story,One-Time,2026-06-14T07:00:00,,Phase 6 | IG-1 | NEW | [TOPIC ONLY] | v2
[X-1] In the last 2 weeks: 2 workshops. 25 new users. 40 strategy calls. ContentBrain ...,X/Twitter,Tweet,Sales,Draft,Normal,Polarizing Stand,One-Time,2026-06-14T08:00:00,In the last 2 weeks: 2 workshops. 25 new users. 40 strategy calls. ContentBrain isn't a product anymore — it's a movement.,Phase 6 | X-AM | C-75 | [v1 hook] | v2
[TG-1] Jun 14 - 9AM WAT,Telegram,Community Post,Leads,Draft,Normal,Enemy,One-Time,2026-06-14T08:00:00,,
[LI-1] Content systems are replacing content teams. The data.,LinkedIn,LinkedIn Post,Authority,Draft,Normal,Callout,One-Time,2026-06-14T09:00:00,,Phase 6 | LI-1 | NEW | [TOPIC ONLY] | v2
[TK-2] Free intel report worth $500 for live attendees,TikTok,TikTok Script,Reach,Draft,Normal,Mythology,One-Time,2026-06-14T11:00:00,,Phase 6 | TK-2 | NEW | [TOPIC ONLY] | v2
"[X-2] Next month: user spotlights, advanced features, community events. Follow to stay...",X/Twitter,Tweet,Community,Draft,Normal,Polarizing Stand,One-Time,2026-06-14T12:00:00,"Next month: user spotlights, advanced features, community events. Follow to stay in the loop. The best is ahead.",Phase 6 | X-PM | C-75 | [v1 hook] | v2
"[TK-3] The real flex: helping people win, not selling them",TikTok,TikTok Script,Community,Draft,Normal,Hot Take,One-Time,2026-06-14T16:00:00,,Phase 6 | TK-3 | NEW | [TOPIC ONLY] | v2
[LI-2] The workshop effect: real-time conversion in action,LinkedIn,LinkedIn Post,Authority,Draft,Normal,Story,One-Time,2026-06-14T16:00:00,,Phase 6 | LI-2 | NEW | [TOPIC ONLY] | v2
[TG-2] Jun 14 - 5PM WAT,Telegram,Community Post,Authority,Draft,Normal,Enemy,One-Time,2026-06-14T16:00:00,,
[IG-2] Advanced Content Engineering: what was built live,Instagram,Carousel,Community,Draft,Normal,Callout,One-Time,2026-06-14T17:00:00,,Phase 6 | IG-2 | NEW | [TOPIC ONLY] | v2
[TK-4] The content system revolution is here,TikTok,TikTok Script,Authority,Draft,Normal,Mythology,One-Time,2026-06-14T19:00:00,,Phase 6 | TK-4 | NEW | [TOPIC ONLY] | v2
[TK-1] Video Production package: scripts to finished video in minutes,TikTok,TikTok Script,Sales,Draft,Normal,Hot Take,One-Time,2026-06-15T06:00:00,,Phase 7 | TK-1 | NEW | [TOPIC ONLY] | v2
[IG-1] ContentBrain Video Production: from script to video,Instagram,Reel Script,Authority,Draft,Normal,Story,One-Time,2026-06-15T07:00:00,,Phase 7 | IG-1 | NEW | [TOPIC ONLY] | v2
[X-1] User spotlight: DeFi protocol went from 8 posts/month to 60 using ContentBrain. ...,X/Twitter,Thread,Authority,Draft,Normal,Polarizing Stand,One-Time,2026-06-15T08:00:00,User spotlight: DeFi protocol went from 8 posts/month to 60 using ContentBrain. Community engagement tripled. Here's their story.,Phase 7 | X-AM | C-76 | [v1 hook] | v2
[TG-1] Jun 15 - 9AM WAT,Telegram,Community Post,Leads,Draft,Normal,Enemy,One-Time,2026-06-15T08:00:00,,
[LI-1] Video Production package: scripts to finished video,LinkedIn,LinkedIn Post,Authority,Draft,Normal,Callout,One-Time,2026-06-15T09:00:00,,Phase 7 | LI-1 | NEW | [TOPIC ONLY] | v2
"[TK-2] 10,000 posts analyzed: 5 trends about to explode",TikTok,TikTok Script,Reach,Draft,Normal,Mythology,One-Time,2026-06-15T11:00:00,,Phase 7 | TK-2 | NEW | [TOPIC ONLY] | v2
[X-2] Want your project featured next? DM me SPOTLIGHT with your results. Best stories...,X/Twitter,Tweet,Community,Draft,Normal,Polarizing Stand,One-Time,2026-06-15T12:00:00,Want your project featured next? DM me SPOTLIGHT with your results. Best stories get highlighted.,Phase 7 | X-PM | C-76 | [v1 hook] | v2
[TK-3] ContentBrain Community launch: free for all users,TikTok,TikTok Script,Community,Draft,Normal,Hot Take,One-Time,2026-06-15T16:00:00,,Phase 7 | TK-3 | NEW | [TOPIC ONLY] | v2
"[LI-2] AI startup spotlight: zero to 15K followers, 60 days",LinkedIn,LinkedIn Post,Authority,Draft,Normal,Story,One-Time,2026-06-15T16:00:00,,Phase 7 | LI-2 | NEW | [TOPIC ONLY] | v2
[TG-2] Jun 15 - 5PM WAT,Telegram,Community Post,Authority,Draft,Normal,Enemy,One-Time,2026-06-15T16:00:00,,
[IG-2] User spotlight: AI startup case study,Instagram,Carousel,Reach,Draft,Normal,Callout,One-Time,2026-06-15T17:00:00,,Phase 7 | IG-2 | NEW | [TOPIC ONLY] | v2
"[TK-4] User spotlight: DeFi protocol, 8→60 posts/month",TikTok,TikTok Script,Authority,Draft,Normal,Mythology,One-Time,2026-06-15T19:00:00,,Phase 7 | TK-4 | NEW | [TOPIC ONLY] | v2
[TK-1] Content + Video + Community + Funnels. One system.,TikTok,TikTok Script,Sales,Draft,Normal,Hot Take,One-Time,2026-06-16T06:00:00,,Phase 7 | TK-1 | NEW | [TOPIC ONLY] | v2
[IG-1] ContentBrain Video Production: from script to finished video in minutes,Instagram,Reel Script,Sales,Draft,Normal,Story,One-Time,2026-06-16T07:00:00,ContentBrain Video Production: from script to finished video in minutes,Phase 7 | IG-1 | C-77 | [v1 hook] | v2
[X-1] Your written content is handled. But what about video? Here's what happens when ...,X/Twitter,Tweet,Sales,Draft,Normal,Polarizing Stand,One-Time,2026-06-16T08:00:00,"Your written content is handled. But what about video? Here's what happens when ContentBrain handles scripts, visuals, and voiceover.",Phase 7 | X-AM | C-77 | [v1 hook] | v2
[TG-1] Jun 16 - 9AM WAT,Telegram,Community Post,Leads,Draft,Normal,Enemy,One-Time,2026-06-16T08:00:00,,
"[LI-1] Upsell bridge: Video Production package — scripts, visuals, voiceover, all autom...",LinkedIn,LinkedIn Post,Sales,Draft,Normal,Callout,One-Time,2026-06-16T09:00:00,"Upsell bridge: Video Production package — scripts, visuals, voiceover, all automated.",Phase 7 | LI-1 | C-77 | [v1 hook] | v2
[TK-2] This report generates automatically every week,TikTok,TikTok Script,Reach,Draft,Normal,Mythology,One-Time,2026-06-16T11:00:00,,Phase 7 | TK-2 | NEW | [TOPIC ONLY] | v2
[X-2] DeFi case study 3-month follow-up: the long-term numbers are even better than th...,X/Twitter,Tweet,Authority,Draft,Normal,Polarizing Stand,One-Time,2026-06-16T12:00:00,DeFi case study 3-month follow-up: the long-term numbers are even better than the 7-day pilot.,Phase 7 | X-PM | C-45 revisit | [v1 hook] | v2
[TK-3] DM me SPOTLIGHT with your results,TikTok,TikTok Script,Community,Draft,Normal,Hot Take,One-Time,2026-06-16T16:00:00,,Phase 7 | TK-3 | NEW | [TOPIC ONLY] | v2
[LI-2] Full stack: AI Marketing Automation announcement,LinkedIn,LinkedIn Post,Authority,Draft,Normal,Story,One-Time,2026-06-16T16:00:00,,Phase 7 | LI-2 | NEW | [TOPIC ONLY] | v2
[TG-2] Jun 16 - 5PM WAT,Telegram,Community Post,Authority,Draft,Normal,Enemy,One-Time,2026-06-16T16:00:00,,
[IG-2] Full stack package: what AI Marketing Automation includes,Instagram,Carousel,Community,Draft,Normal,Callout,One-Time,2026-06-16T17:00:00,,Phase 7 | IG-2 | NEW | [TOPIC ONLY] | v2
[TK-4] DeFi case study 3-month follow-up: numbers are better,TikTok,TikTok Script,Authority,Draft,Normal,Mythology,One-Time,2026-06-16T19:00:00,,Phase 7 | TK-4 | NEW | [TOPIC ONLY] | v2
[TK-1] The agency equivalent: $15-20K/mo. This: $3-5K.,TikTok,TikTok Script,Sales,Draft,Normal,Hot Take,One-Time,2026-06-17T06:00:00,,Phase 7 | TK-1 | NEW | [TOPIC ONLY] | v2
[IG-1] Quote: 'Day 90. The first chapter is written.',Instagram,Community Post,Authority,Draft,Normal,Story,One-Time,2026-06-17T07:00:00,,Phase 7 | IG-1 | NEW | [TOPIC ONLY] | v2
[X-1] Announcing: The ContentBrain Community. A private group for users to share strat...,X/Twitter,Thread,Community,Draft,Normal,Polarizing Stand,One-Time,2026-06-17T08:00:00,"Announcing: The ContentBrain Community. A private group for users to share strategies, results, and support each other. Free for all users.",Phase 7 | X-AM | C-78 | [v1 hook] | v2
[TG-1] Jun 17 - 9AM WAT,Telegram,Community Post,Leads,Draft,Normal,Enemy,One-Time,2026-06-17T08:00:00,,
[LI-1] Q3 planning: how to plan a quarter in 30 minutes,LinkedIn,LinkedIn Post,Authority,Draft,Normal,Callout,One-Time,2026-06-17T09:00:00,,Phase 7 | LI-1 | NEW | [TOPIC ONLY] | v2
[TK-2] 90 days ago: just content strategy. Today: a movement.,TikTok,TikTok Script,Reach,Draft,Normal,Mythology,One-Time,2026-06-17T11:00:00,,Phase 7 | TK-2 | NEW | [TOPIC ONLY] | v2
"[X-2] Users who connect with other users churn less, grow faster, and build better sys...",X/Twitter,Tweet,Community,Draft,Normal,Polarizing Stand,One-Time,2026-06-17T12:00:00,"Users who connect with other users churn less, grow faster, and build better systems. Community is the moat.",Phase 7 | X-PM | C-78 | [v1 hook] | v2
[TK-3] Users who connect with other users grow faster,TikTok,TikTok Script,Community,Draft,Normal,Hot Take,One-Time,2026-06-17T16:00:00,,Phase 7 | TK-3 | NEW | [TOPIC ONLY] | v2
"[LI-2] One-Time Build: custom system, yours forever",LinkedIn,LinkedIn Post,Authority,Draft,Normal,Story,One-Time,2026-06-17T16:00:00,,Phase 7 | LI-2 | NEW | [TOPIC ONLY] | v2
[TG-2] Jun 17 - 5PM WAT,Telegram,Community Post,Authority,Draft,Normal,Enemy,One-Time,2026-06-17T16:00:00,,
[IG-2] Gaming project spotlight: 90 days of content,Instagram,Reel Script,Reach,Draft,Normal,Callout,One-Time,2026-06-17T17:00:00,,Phase 7 | IG-2 | NEW | [TOPIC ONLY] | v2
"[TK-4] AI startup: zero to 15K followers, CEO never posted",TikTok,TikTok Script,Authority,Draft,Normal,Mythology,One-Time,2026-06-17T19:00:00,,Phase 7 | TK-4 | NEW | [TOPIC ONLY] | v2
"[TK-1] One-Time Build: custom content system, yours forever",TikTok,TikTok Script,Sales,Draft,Normal,Hot Take,One-Time,2026-06-18T06:00:00,,Phase 7 | TK-1 | NEW | [TOPIC ONLY] | v2
[IG-1] User spotlight: AI startup case study — full transformation,Instagram,Carousel,Authority,Draft,Normal,Story,One-Time,2026-06-18T07:00:00,User spotlight: AI startup case study — full transformation,Phase 7 | IG-1 | C-79 | [v1 hook] | v2
[X-1] User spotlight: AI startup went from zero social presence to 15K followers in 60...,X/Twitter,Thread,Authority,Draft,Normal,Polarizing Stand,One-Time,2026-06-18T08:00:00,User spotlight: AI startup went from zero social presence to 15K followers in 60 days. CEO hasn't written a single post.,Phase 7 | X-AM | C-79 | [v1 hook] | v2
[TG-1] Jun 18 - 9AM WAT,Telegram,Community Post,Leads,Draft,Normal,Enemy,One-Time,2026-06-18T08:00:00,,
"[LI-1] AI startup spotlight: zero to 15K followers in 60 days, CEO never wrote a post. ...",LinkedIn,LinkedIn Post,Authority,Draft,Normal,Callout,One-Time,2026-06-18T09:00:00,"AI startup spotlight: zero to 15K followers in 60 days, CEO never wrote a post. Here's how.",Phase 7 | LI-1 | C-79 | [v1 hook] | v2
[TK-2] The DeFi protocol case study: 3-month follow-up,TikTok,TikTok Script,Reach,Draft,Normal,Mythology,One-Time,2026-06-18T11:00:00,,Phase 7 | TK-2 | NEW | [TOPIC ONLY] | v2
[X-2] Founders: your time is too valuable for content creation. You handle the vision....,X/Twitter,Tweet,Authority,Draft,Normal,Polarizing Stand,One-Time,2026-06-18T12:00:00,Founders: your time is too valuable for content creation. You handle the vision. ContentBrain handles execution.,Phase 7 | X-PM | C-79 | [v1 hook] | v2
[TK-3] Community is the moat. This is how we build it.,TikTok,TikTok Script,Community,Draft,Normal,Hot Take,One-Time,2026-06-18T16:00:00,,Phase 7 | TK-3 | NEW | [TOPIC ONLY] | v2
[LI-2] Web3 gaming spotlight: 90 days of automated lore content,LinkedIn,LinkedIn Post,Authority,Draft,Normal,Story,One-Time,2026-06-18T16:00:00,,Phase 7 | LI-2 | NEW | [TOPIC ONLY] | v2
[TG-2] Jun 18 - 5PM WAT,Telegram,Community Post,Authority,Draft,Normal,Enemy,One-Time,2026-06-18T16:00:00,,
